outcome,KE_CyHex,KE_FeO,KE_H70,Q.No_1,Q.No_2,Q.No_3,Q.No_4,Q.No_5,Q.No_6,Q.No_7,Q.No_8,Q.No_9,Q.No_10,Q.No_11,Q.No_12,Q.No_13,Q.No_14,Q.No_15,Q.No_16,Q.No_17,Q.No_18,Q.No_19,Q.No_20,Q.No_21,Q.No_22,Q.No_23,Q.No_24,Q.No_25,Q.No_26,Q.No_27,Q.No_28,Q.No_29,Q.No_30,Mod_Vel_1,Mod_Vel_2,Mod_Vel_3,Mod_Vel_4,Mod_Vel_5,Mod_Vel_6,Mod_Vel_7,Mod_Vel_8,Mod_Vel_9,Mod_Vel_10,Mod_Vel_11,Mod_Vel_12,Mod_Vel_13,Mod_Vel_14,Mod_Vel_15,Mod_Vel_16,Mod_Vel_17,Mod_Vel_18,Mod_Vel_19,Mod_Vel_20,Mod_Vel_21,Mod_Vel_22,Mod_Vel_23,Mod_Vel_24,Mod_Vel_25,Mod_Vel_26,Mod_Vel_27,Mod_Vel_28,Mod_Vel_29,Mod_Vel_30,Mod_Ener_1,Mod_Ener_2,Mod_Ener_3,Mod_Ener_4,Mod_Ener_5,Mod_Ener_6,Mod_Ener_7,Mod_Ener_8,Mod_Ener_9,Mod_Ener_10,Mod_Ener_11,Mod_Ener_12,Mod_Ener_13,Mod_Ener_14,Mod_Ener_15,Mod_Ener_16,Mod_Ener_17,Mod_Ener_18,Mod_Ener_19,Mod_Ener_20,Mod_Ener_21,Mod_Ener_22,Mod_Ener_23,Mod_Ener_24,Mod_Ener_25,Mod_Ener_26,Mod_Ener_27,Mod_Ener_28,Mod_Ener_29,Mod_Ener_30
0,100.3790334,315.7858397,3.170864706,100,5,13,4,5,0,0,8,6,2,1,1,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,3,3,0,-1.78E+03,-6.72E+02,-1.09E+03,-6.52E+02,7.81E+02,-2.71E+02,4.06E+02,-1.44E+03,1.19E+03,-8.75E+02,-6.44E+02,8.45E+02,-5.18E+02,-7.59E+02,7.52E+02,-5.08E+02,-4.86E+02,9.58E+02,6.22E+02,6.10E+02,1.50E+03,5.35E+02,-7.17E+02,-6.45E+02,5.17E+02,-7.23E+02,-4.65E+02,1.82E+03,-3.31E+03,-4.94E+02,0.571829,0.276414,0.709929,0.248398,0.398562,0.042134,0.062136,1.111254,0.974382,0.449415,0.298248,0.354716,0.124893,0.449523,0.468009,0.178925,0.185461,0.604123,0.213875,0.227523,1.178079,0.246148,0.272052,0.276581,0.292681,0.298151,0.308636,2.333376,2.363074,0.355769
0,102.2744815,313.7299839,5.36017478,16,18,6,18,1,14,2,0,2,1,0,1,0,1,1,1,1,1,2,0,1,0,1,0,2,1,1,0,1,0,-7.11E+02,-1.23E+03,-7.54E+02,-1.32E+03,4.08E+02,1.46E+03,9.09E+02,3.48E+02,-7.39E+02,-6.78E+02,3.72E+02,8.45E+02,-5.18E+02,-7.59E+02,-7.52E+02,8.80E+02,-8.42E+02,-9.58E+02,-1.39E+03,-6.10E+02,-1.16E+03,5.35E+02,-1.24E+03,-6.45E+02,1.16E+03,-1.25E+03,8.05E+02,-6.87E+02,-2.17E+03,-4.94E+02,0.091493,0.929758,0.341818,1.02119,0.108699,1.221875,0.310681,0.065368,0.374762,0.269649,0.099416,0.354716,0.124893,0.449523,0.468009,0.536776,0.556384,0.604123,1.069374,0.227523,0.706848,0.246148,0.816155,0.276581,1.463403,0.894454,0.925907,0.333339,1.012746,0.355769
0,97.35881329,316.9803241,0.60733184,47,4,0,2,0,0,4,0,11,2,0,3,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,-1.22E+03,6.08E+02,2.09E+02,-4.86E+02,-2.35E+02,2.71E+02,1.22E+03,3.48E+02,1.59E+03,-8.75E+02,-3.72E+02,1.29E+03,5.18E+02,7.59E+02,4.34E+02,8.80E+02,-8.42E+02,-5.53E+02,-6.22E+02,6.10E+02,6.69E+02,9.26E+02,7.17E+02,-6.45E+02,-5.17E+02,7.23E+02,-4.65E+02,1.19E+03,-1.25E+03,-4.94E+02,0.268759,0.226157,0.026294,0.137999,0.036233,0.042134,0.559226,0.065368,1.723906,0.449415,0.099416,0.827671,0.124893,0.449523,0.156003,0.536776,0.556384,0.201374,0.213875,0.227523,0.235616,0.738443,0.272052,0.276581,0.292681,0.298151,0.308636,1.000018,0.337582,0.355769
0,101.0485419,316.4443909,1.222542478,26,1,0,4,1,2,1,1,19,1,7,2,1,1,0,0,3,0,1,0,0,2,1,1,0,0,0,0,0,0,-9.06E+02,3.51E+02,-2.09E+02,6.52E+02,-4.08E+02,6.07E+02,7.04E+02,6.04E+02,-2.06E+03,-6.78E+02,-1.44E+03,1.09E+03,-8.98E+02,-7.59E+02,-4.34E+02,-5.08E+02,-1.29E+03,5.53E+02,-1.08E+03,-6.10E+02,6.69E+02,-1.20E+03,1.24E+03,-1.12E+03,-5.17E+02,-7.23E+02,-4.65E+02,-6.87E+02,1.25E+03,4.94E+02,0.148675,0.075386,0.026294,0.248398,0.108699,0.210668,0.186409,0.196104,2.923145,0.269649,1.49124,0.591194,0.374679,0.449523,0.156003,0.178925,1.29823,0.201374,0.641624,0.227523,0.235616,1.230738,0.816155,0.829742,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
0,102.1549204,317.0340089,2.334994616,6,2,2,6,9,4,3,12,1,0,14,2,1,1,2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,-4.35E+02,4.53E+02,-4.67E+02,-7.83E+02,-1.03E+03,8.14E+02,-1.08E+03,1.74E+03,-5.73E+02,-3.91E+02,-2.00E+03,1.09E+03,8.98E+02,7.59E+02,-9.71E+02,-8.80E+02,8.42E+02,5.53E+02,6.22E+02,-6.10E+02,6.69E+02,-5.35E+02,-7.17E+02,-1.12E+03,5.17E+02,-7.23E+02,4.65E+02,6.87E+02,1.25E+03,8.56E+02,0.03431,0.125643,0.131468,0.358797,0.688426,0.379203,0.434953,1.634197,0.224857,0.089883,2.883064,0.591194,0.374679,0.449523,0.780015,0.536776,0.556384,0.201374,0.213875,0.227523,0.235616,0.246148,0.272052,0.829742,0.292681,0.298151,0.308636,0.333339,0.337582,1.067306
0,103.3381764,309.7311834,0.603389198,31,1,3,6,2,1,3,1,5,0,1,0,4,0,0,1,1,0,1,0,1,1,0,1,0,1,1,0,0,0,-9.89E+02,3.51E+02,-5.53E+02,-7.83E+02,-5.26E+02,-4.70E+02,-1.08E+03,6.04E+02,1.10E+03,-3.91E+02,-6.44E+02,4.88E+02,1.56E+03,-4.38E+02,-4.34E+02,8.80E+02,-8.42E+02,-5.53E+02,-1.08E+03,-6.10E+02,-1.16E+03,9.26E+02,-7.17E+02,-1.12E+03,5.17E+02,-1.25E+03,-8.05E+02,-6.87E+02,1.25E+03,4.94E+02,0.177267,0.075386,0.184056,0.358797,0.181165,0.126401,0.434953,0.196104,0.824477,0.089883,0.298248,0.118239,1.124037,0.149841,0.156003,0.536776,0.556384,0.201374,0.641624,0.227523,0.706848,0.738443,0.272052,0.829742,0.292681,0.894454,0.925907,0.333339,0.337582,0.355769
0,99.40652065,321.7901637,0.067193388,54,24,0,0,17,14,5,5,1,2,4,0,0,1,1,1,0,1,1,1,0,1,0,1,2,0,0,0,0,0,-1.31E+03,-1.42E+03,-2.09E+02,-2.17E+02,1.39E+03,1.46E+03,-1.35E+03,1.16E+03,-5.73E+02,-8.75E+02,1.11E+03,-4.88E+02,5.18E+02,-7.59E+02,-7.52E+02,8.80E+02,-4.86E+02,-9.58E+02,1.08E+03,-1.06E+03,6.69E+02,-9.26E+02,-7.17E+02,-1.12E+03,1.16E+03,-7.23E+02,4.65E+02,-6.87E+02,1.25E+03,4.94E+02,0.308788,1.231301,0.026294,0.0276,1.268152,1.221875,0.683498,0.719047,0.224857,0.449415,0.894744,0.118239,0.124893,0.449523,0.468009,0.536776,0.185461,0.604123,0.641624,0.682568,0.235616,0.738443,0.272052,0.829742,1.463403,0.298151,0.308636,0.333339,0.337582,0.355769
0,100.3559604,310.1410307,1.382762269,8,0,5,1,2,8,2,1,0,2,1,0,2,2,2,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,-5.03E+02,2.03E+02,-6.93E+02,3.76E+02,5.26E+02,1.12E+03,-9.09E+02,6.04E+02,-3.31E+02,8.75E+02,-6.44E+02,4.88E+02,-1.16E+03,9.80E+02,-9.71E+02,-5.08E+02,-4.86E+02,-5.53E+02,6.22E+02,6.10E+02,6.69E+02,-1.20E+03,-7.17E+02,6.45E+02,-5.17E+02,1.25E+03,8.05E+02,-6.87E+02,-1.25E+03,4.94E+02,0.045746,0.025129,0.289231,0.082799,0.181165,0.716272,0.310681,0.196104,0.074952,0.449415,0.298248,0.118239,0.624465,0.749205,0.780015,0.178925,0.185461,0.201374,0.213875,0.227523,0.235616,1.230738,0.272052,0.276581,0.292681,0.894454,0.925907,0.333339,0.337582,0.355769
0,104.7497244,316.516234,3.424330921,257,25,5,3,3,16,20,0,10,3,0,0,1,1,0,0,1,2,0,0,0,0,3,0,2,0,1,0,0,2,-2.85E+03,-1.45E+03,6.93E+02,-5.75E+02,-6.23E+02,1.56E+03,-2.60E+03,3.48E+02,-1.51E+03,-1.04E+03,-3.72E+02,4.88E+02,8.98E+02,7.59E+02,-4.34E+02,-5.08E+02,-8.42E+02,-1.24E+03,-6.22E+02,-6.10E+02,-6.69E+02,5.35E+02,-1.90E+03,6.45E+02,1.16E+03,7.23E+02,-8.05E+02,-6.87E+02,-1.25E+03,-1.10E+03,1.4696,1.281558,0.289231,0.193198,0.25363,1.39041,2.547584,0.065368,1.574001,0.629181,0.099416,0.118239,0.374679,0.449523,0.156003,0.178925,0.556384,1.006872,0.213875,0.227523,0.235616,0.246148,1.904363,0.276581,1.463403,0.298151,0.925907,0.333339,0.337582,1.778843
0,104.0468565,314.8111124,1.369650357,50,13,6,6,10,0,4,3,5,4,1,3,4,2,3,0,1,0,2,0,1,0,3,0,0,2,2,0,0,1,-1.26E+03,-1.05E+03,7.54E+02,-7.83E+02,-1.08E+03,-2.71E+02,-1.22E+03,-9.22E+02,1.10E+03,1.17E+03,6.44E+02,1.29E+03,1.56E+03,-9.80E+02,-1.15E+03,5.08E+02,8.42E+02,-5.53E+02,-1.39E+03,6.10E+02,1.16E+03,-5.35E+02,1.90E+03,6.45E+02,5.17E+02,-1.62E+03,1.04E+03,-6.87E+02,1.25E+03,8.56E+02,0.285914,0.678472,0.341818,0.358797,0.760891,0.042134,0.559226,0.457575,0.824477,0.808947,0.298248,0.827671,1.124037,0.749205,1.092021,0.178925,0.556384,0.201374,1.069374,0.227523,0.706848,0.246148,1.904363,0.276581,0.292681,1.490757,1.543179,0.333339,0.337582,1.067306
0,105.6285278,308.1588237,1.600035586,41,2,17,12,10,2,4,2,2,5,1,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,1,1,1,-1.14E+03,-4.53E+02,1.24E+03,1.09E+03,1.08E+03,6.07E+02,1.22E+03,7.79E+02,7.39E+02,1.30E+03,6.44E+02,-4.88E+02,5.18E+02,4.38E+02,-4.34E+02,-5.08E+02,-4.86E+02,5.53E+02,1.08E+03,6.10E+02,6.69E+02,-1.20E+03,-7.17E+02,1.12E+03,5.17E+02,7.23E+02,4.65E+02,1.19E+03,-2.17E+03,-8.56E+02,0.23445,0.125643,0.920279,0.689994,0.760891,0.210668,0.559226,0.326839,0.374762,0.988713,0.298248,0.118239,0.124893,0.149841,0.156003,0.178925,0.185461,0.201374,0.641624,0.227523,0.235616,1.230738,0.272052,0.829742,0.292681,0.298151,0.308636,1.000018,1.012746,1.067306
0,108.5999203,307.2069145,1.989246513,115,1,11,13,32,7,0,2,2,2,3,5,0,1,0,1,2,0,1,0,1,0,0,0,0,0,0,0,0,0,-1.91E+03,3.51E+02,-1.00E+03,1.13E+03,-1.90E+03,-1.05E+03,4.06E+02,7.79E+02,7.39E+02,-8.75E+02,9.83E+02,1.62E+03,5.18E+02,7.59E+02,4.34E+02,8.80E+02,1.09E+03,5.53E+02,1.08E+03,-6.10E+02,-1.16E+03,5.35E+02,7.17E+02,6.45E+02,-5.17E+02,7.23E+02,4.65E+02,-6.87E+02,-1.25E+03,-4.94E+02,0.657603,0.075386,0.604755,0.745193,2.35514,0.632004,0.062136,0.326839,0.374762,0.449415,0.695912,1.300626,0.124893,0.449523,0.156003,0.536776,0.927307,0.201374,0.641624,0.227523,0.706848,0.246148,0.272052,0.276581,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
0,106.5410132,312.9883378,1.503100889,35,4,6,31,4,4,7,0,3,0,1,0,0,0,0,0,3,1,0,0,0,0,0,2,1,0,0,2,0,1,-1.05E+03,-6.08E+02,-7.54E+02,-1.72E+03,-7.06E+02,8.14E+02,-1.57E+03,3.48E+02,8.75E+02,-3.91E+02,-6.44E+02,-4.88E+02,-5.18E+02,-4.38E+02,-4.34E+02,-5.08E+02,1.29E+03,-9.58E+02,6.22E+02,-6.10E+02,6.69E+02,5.35E+02,-7.17E+02,1.44E+03,-8.96E+02,-7.23E+02,-4.65E+02,1.54E+03,-1.25E+03,8.56E+02,0.20014,0.226157,0.341818,1.738784,0.326096,0.379203,0.932043,0.065368,0.524667,0.089883,0.298248,0.118239,0.124893,0.149841,0.156003,0.178925,1.29823,0.604123,0.213875,0.227523,0.235616,0.246148,0.272052,1.382903,0.878042,0.298151,0.308636,1.666697,0.337582,1.067306
0,100.9447515,313.8220901,3.619787318,173,20,6,3,0,0,4,2,3,1,2,2,1,1,0,0,0,2,3,0,1,0,0,0,0,1,0,1,1,0,-2.34E+03,-1.30E+03,-7.54E+02,5.75E+02,-2.35E+02,-2.71E+02,-1.22E+03,7.79E+02,-8.75E+02,-6.78E+02,-8.31E+02,1.09E+03,8.98E+02,7.59E+02,4.34E+02,-5.08E+02,-4.86E+02,-1.24E+03,1.65E+03,6.10E+02,1.16E+03,5.35E+02,-7.17E+02,-6.45E+02,-5.17E+02,-1.25E+03,4.65E+02,-1.19E+03,2.17E+03,4.94E+02,0.989264,1.030272,0.341818,0.193198,0.036233,0.042134,0.559226,0.326839,0.524667,0.269649,0.49708,0.591194,0.374679,0.449523,0.156003,0.178925,0.185461,1.006872,1.497124,0.227523,0.706848,0.246148,0.272052,0.276581,0.292681,0.894454,0.308636,1.000018,1.012746,0.355769
0,98.27296278,314.4285296,1.594465217,103,4,4,9,8,4,2,6,0,0,3,2,2,0,0,0,1,1,3,0,0,0,0,1,0,0,0,0,1,0,-1.80E+03,6.08E+02,6.27E+02,9.47E+02,-9.70E+02,-8.14E+02,-9.09E+02,-1.26E+03,-3.31E+02,-3.91E+02,-9.83E+02,-1.09E+03,1.16E+03,4.38E+02,4.34E+02,5.08E+02,-8.42E+02,9.58E+02,1.65E+03,-6.10E+02,-6.69E+02,-5.35E+02,7.17E+02,1.12E+03,5.17E+02,7.23E+02,-4.65E+02,6.87E+02,-2.17E+03,-4.94E+02,0.588984,0.226157,0.236643,0.524395,0.61596,0.379203,0.310681,0.849782,0.074952,0.089883,0.695912,0.591194,0.624465,0.149841,0.156003,0.178925,0.556384,0.604123,1.497124,0.227523,0.235616,0.246148,0.272052,0.829742,0.292681,0.298151,0.308636,0.333339,1.012746,0.355769
0,103.643026,314.9537256,0.9563049,64,5,3,0,9,2,0,23,0,1,3,0,0,0,2,0,2,0,1,0,0,0,1,0,0,0,0,1,2,1,-1.42E+03,6.72E+02,-5.53E+02,-2.17E+02,-1.03E+03,6.07E+02,4.06E+02,2.39E+03,-3.31E+02,6.78E+02,-9.83E+02,4.88E+02,-5.18E+02,-4.38E+02,9.71E+02,5.08E+02,1.09E+03,5.53E+02,1.08E+03,6.10E+02,6.69E+02,-5.35E+02,-1.24E+03,-6.45E+02,-5.17E+02,7.23E+02,-4.65E+02,-1.19E+03,2.80E+03,-8.56E+02,0.36597,0.276414,0.184056,0.0276,0.688426,0.210668,0.062136,3.072291,0.074952,0.269649,0.695912,0.118239,0.124893,0.149841,0.780015,0.178925,0.927307,0.201374,0.641624,0.227523,0.235616,0.246148,0.816155,0.276581,0.292681,0.298151,0.308636,1.000018,1.68791,1.067306
0,97.07424832,318.9222344,1.406953714,102,10,1,2,4,12,0,3,4,3,0,1,2,3,0,0,2,0,0,0,1,1,0,0,0,2,2,0,0,0,-1.79E+03,9.28E+02,3.62E+02,4.86E+02,-7.06E+02,-1.36E+03,-4.06E+02,9.22E+02,9.92E+02,-1.04E+03,-3.72E+02,8.45E+02,-1.16E+03,1.16E+03,-4.34E+02,-5.08E+02,-1.09E+03,5.53E+02,6.22E+02,-6.10E+02,1.16E+03,-9.26E+02,7.17E+02,-6.45E+02,-5.17E+02,1.62E+03,-1.04E+03,6.87E+02,-1.25E+03,-4.94E+02,0.583265,0.5277,0.078881,0.137999,0.326096,1.053341,0.062136,0.457575,0.674572,0.629181,0.099416,0.354716,0.624465,1.048887,0.156003,0.178925,0.927307,0.201374,0.213875,0.227523,0.706848,0.738443,0.272052,0.276581,0.292681,1.490757,1.543179,0.333339,0.337582,0.355769
0,100.3380406,318.1266842,0.881245111,22,19,8,4,4,9,0,1,0,14,4,0,3,4,0,3,0,1,0,0,0,1,0,0,2,0,0,0,0,0,-8.33E+02,-1.26E+03,-8.62E+02,6.52E+02,-7.06E+02,1.18E+03,4.06E+02,-6.04E+02,3.31E+02,-2.11E+03,-1.11E+03,-4.88E+02,-1.37E+03,1.32E+03,4.34E+02,-1.34E+03,-4.86E+02,-9.58E+02,-6.22E+02,6.10E+02,6.69E+02,-9.26E+02,7.17E+02,-6.45E+02,-1.16E+03,-7.23E+02,-4.65E+02,6.87E+02,1.25E+03,-4.94E+02,0.125802,0.980015,0.446993,0.248398,0.326096,0.800539,0.062136,0.196104,0.074952,2.606608,0.894744,0.118239,0.874251,1.348569,0.156003,1.252477,0.185461,0.604123,0.213875,0.227523,0.235616,0.738443,0.272052,0.276581,1.463403,0.298151,0.308636,0.333339,0.337582,0.355769
0,97.18528734,316.314395,2.674899532,240,5,24,1,11,0,6,2,0,3,0,1,2,0,2,1,0,5,0,0,0,2,1,0,0,0,0,0,0,0,-2.75E+03,-6.72E+02,1.46E+03,3.76E+02,1.13E+03,-2.71E+02,1.47E+03,-7.79E+02,3.31E+02,1.04E+03,3.72E+02,-8.45E+02,1.16E+03,4.38E+02,-9.71E+02,-8.80E+02,4.86E+02,1.83E+03,-6.22E+02,-6.10E+02,6.69E+02,-1.20E+03,-1.24E+03,-6.45E+02,-5.17E+02,7.23E+02,4.65E+02,-6.87E+02,1.25E+03,-4.94E+02,1.372389,0.276414,1.288391,0.082799,0.833357,0.042134,0.807771,0.326839,0.074952,0.629181,0.099416,0.354716,0.624465,0.149841,0.780015,0.536776,0.185461,2.215118,0.213875,0.227523,0.235616,1.230738,0.816155,0.276581,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
0,101.5194265,312.1128709,1.664421223,2,16,30,6,2,1,0,0,0,0,1,0,8,3,1,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,-2.51E+02,1.16E+03,-1.63E+03,-7.83E+02,-5.26E+02,4.70E+02,-4.06E+02,-3.48E+02,3.31E+02,-3.91E+02,6.44E+02,4.88E+02,2.14E+03,-1.16E+03,7.52E+02,-5.08E+02,-4.86E+02,-9.58E+02,6.22E+02,1.06E+03,6.69E+02,5.35E+02,7.17E+02,6.45E+02,5.17E+02,7.23E+02,8.05E+02,1.19E+03,1.25E+03,-4.94E+02,0.011437,0.829243,1.603915,0.358797,0.181165,0.126401,0.062136,0.065368,0.074952,0.089883,0.298248,0.118239,2.12318,1.048887,0.468009,0.178925,0.185461,0.604123,0.213875,0.682568,0.235616,0.246148,0.272052,0.276581,0.292681,0.298151,0.925907,1.000018,0.337582,0.355769
0,109.2159878,311.9974491,0.154416143,26,9,3,1,0,0,1,2,7,2,0,3,1,0,0,0,2,2,2,0,0,1,1,1,0,1,1,3,2,0,-9.06E+02,8.83E+02,-5.53E+02,-3.76E+02,-2.35E+02,-2.71E+02,-7.04E+02,-7.79E+02,-1.28E+03,8.75E+02,3.72E+02,1.29E+03,-8.98E+02,4.38E+02,-4.34E+02,5.08E+02,1.09E+03,1.24E+03,1.39E+03,-6.10E+02,-6.69E+02,-9.26E+02,1.24E+03,1.12E+03,-5.17E+02,-1.25E+03,8.05E+02,1.82E+03,2.80E+03,4.94E+02,0.148675,0.477443,0.184056,0.082799,0.036233,0.042134,0.186409,0.326839,1.124287,0.449415,0.099416,0.827671,0.374679,0.149841,0.156003,0.178925,0.927307,1.006872,1.069374,0.227523,0.235616,0.738443,0.816155,0.829742,0.292681,0.894454,0.925907,2.333376,1.68791,0.355769
0,102.2669514,312.1327194,5.595241866,607,0,10,1,22,9,0,0,3,0,0,0,1,1,0,2,2,1,4,0,1,0,0,0,0,0,0,0,0,0,-4.38E+03,-2.03E+02,9.58E+02,-3.76E+02,1.58E+03,-1.18E+03,4.06E+02,3.48E+02,-8.75E+02,-3.91E+02,3.72E+02,-4.88E+02,8.98E+02,-7.59E+02,-4.34E+02,-1.14E+03,-1.09E+03,-9.58E+02,1.87E+03,-6.10E+02,-1.16E+03,5.35E+02,7.17E+02,-6.45E+02,-5.17E+02,-7.23E+02,4.65E+02,6.87E+02,-1.25E+03,4.94E+02,3.471,0.025129,0.552167,0.082799,1.630482,0.800539,0.062136,0.065368,0.524667,0.089883,0.099416,0.118239,0.374679,0.449523,0.156003,0.894627,0.927307,0.604123,1.924873,0.227523,0.706848,0.246148,0.272052,0.276581,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
0,107.0974786,310.8761102,4.333051393,75,23,3,3,14,0,0,3,2,2,0,2,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,2,1,-1.54E+03,-1.39E+03,5.53E+02,-5.75E+02,-1.27E+03,-2.71E+02,4.06E+02,9.22E+02,7.39E+02,-8.75E+02,-3.72E+02,-1.09E+03,-8.98E+02,-4.38E+02,7.52E+02,5.08E+02,4.86E+02,-9.58E+02,6.22E+02,1.36E+03,-6.69E+02,5.35E+02,-7.17E+02,-6.45E+02,-5.17E+02,7.23E+02,8.05E+02,-6.87E+02,-2.80E+03,-8.56E+02,0.428872,1.181043,0.184056,0.193198,1.050755,0.042134,0.062136,0.457575,0.374762,0.449415,0.099416,0.591194,0.374679,0.149841,0.468009,0.178925,0.185461,0.604123,0.213875,1.137613,0.235616,0.246148,0.272052,0.276581,0.292681,0.298151,0.925907,0.333339,1.68791,1.067306
0,99.15648497,310.5995266,3.129984273,265,2,0,3,5,15,4,1,7,1,3,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-2.89E+03,4.53E+02,-2.09E+02,5.75E+02,-7.81E+02,-1.51E+03,-1.22E+03,6.04E+02,-1.28E+03,6.78E+02,9.83E+02,8.45E+02,5.18E+02,-4.38E+02,-4.34E+02,5.08E+02,-4.86E+02,-5.53E+02,6.22E+02,6.10E+02,6.69E+02,5.35E+02,7.17E+02,1.12E+03,5.17E+02,-7.23E+02,-4.65E+02,-6.87E+02,-1.25E+03,-4.94E+02,1.515346,0.125643,0.026294,0.193198,0.398562,1.306142,0.559226,0.196104,1.124287,0.269649,0.695912,0.354716,0.124893,0.149841,0.156003,0.178925,0.185461,0.201374,0.213875,0.227523,0.235616,0.246148,0.272052,0.829742,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
0,101.0061407,305.0828949,8.393032586,60,25,12,6,10,2,4,1,0,1,0,0,3,0,0,3,0,0,1,1,0,1,0,0,0,1,0,0,0,0,-1.38E+03,1.45E+03,-1.05E+03,7.83E+02,-1.08E+03,6.07E+02,-1.22E+03,6.04E+02,-3.31E+02,6.78E+02,3.72E+02,-4.88E+02,-1.37E+03,4.38E+02,-4.34E+02,-1.34E+03,-4.86E+02,5.53E+02,-1.08E+03,1.06E+03,-6.69E+02,9.26E+02,-7.17E+02,6.45E+02,-5.17E+02,1.25E+03,4.65E+02,-6.87E+02,-1.25E+03,4.94E+02,0.343097,1.281558,0.657342,0.358797,0.760891,0.210668,0.559226,0.196104,0.074952,0.269649,0.099416,0.118239,0.874251,0.149841,0.156003,1.252477,0.185461,0.201374,0.641624,0.682568,0.235616,0.738443,0.272052,0.276581,0.292681,0.894454,0.308636,0.333339,0.337582,0.355769
