outcome,KE_CyHex,KE_FeO,KE_H70,Q.No_1,Q.No_2,Q.No_3,Q.No_4,Q.No_5,Q.No_6,Q.No_7,Q.No_8,Q.No_9,Q.No_10,Q.No_11,Q.No_12,Q.No_13,Q.No_14,Q.No_15,Q.No_16,Q.No_17,Q.No_18,Q.No_19,Q.No_20,Q.No_21,Q.No_22,Q.No_23,Q.No_24,Q.No_25,Q.No_26,Q.No_27,Q.No_28,Q.No_29,Q.No_30,Mod_Vel_1,Mod_Vel_2,Mod_Vel_3,Mod_Vel_4,Mod_Vel_5,Mod_Vel_6,Mod_Vel_7,Mod_Vel_8,Mod_Vel_9,Mod_Vel_10,Mod_Vel_11,Mod_Vel_12,Mod_Vel_13,Mod_Vel_14,Mod_Vel_15,Mod_Vel_16,Mod_Vel_17,Mod_Vel_18,Mod_Vel_19,Mod_Vel_20,Mod_Vel_21,Mod_Vel_22,Mod_Vel_23,Mod_Vel_24,Mod_Vel_25,Mod_Vel_26,Mod_Vel_27,Mod_Vel_28,Mod_Vel_29,Mod_Vel_30,Mod_Ener_1,Mod_Ener_2,Mod_Ener_3,Mod_Ener_4,Mod_Ener_5,Mod_Ener_6,Mod_Ener_7,Mod_Ener_8,Mod_Ener_9,Mod_Ener_10,Mod_Ener_11,Mod_Ener_12,Mod_Ener_13,Mod_Ener_14,Mod_Ener_15,Mod_Ener_16,Mod_Ener_17,Mod_Ener_18,Mod_Ener_19,Mod_Ener_20,Mod_Ener_21,Mod_Ener_22,Mod_Ener_23,Mod_Ener_24,Mod_Ener_25,Mod_Ener_26,Mod_Ener_27,Mod_Ener_28,Mod_Ener_29,Mod_Ener_30
0,101.8979181,318.9127981,0.412445988,56,1,23,0,7,6,1,0,0,1,5,2,3,2,0,2,1,0,2,1,0,0,0,0,1,0,0,4,1,0,-1.33E+03,3.51E+02,1.43E+03,-2.17E+02,9.11E+02,9.78E+02,-7.04E+02,3.48E+02,3.31E+02,6.78E+02,1.23E+03,-1.09E+03,1.37E+03,9.80E+02,4.34E+02,-1.14E+03,8.42E+02,5.53E+02,1.39E+03,1.06E+03,6.69E+02,5.35E+02,-7.17E+02,-6.45E+02,-8.96E+02,-7.23E+02,-4.65E+02,-2.06E+03,-2.17E+03,4.94E+02,0.320224,0.075386,1.235803,0.0276,0.543494,0.547737,0.186409,0.065368,0.074952,0.269649,1.093576,0.591194,0.874251,0.749205,0.156003,0.894627,0.556384,0.201374,1.069374,0.682568,0.235616,0.246148,0.272052,0.276581,0.878042,0.298151,0.308636,3.000055,1.012746,0.355769
0,92.86910064,313.0877045,9.579850837,79,10,21,11,17,16,1,0,2,0,1,0,0,4,0,1,0,0,0,1,2,0,0,1,0,0,0,0,0,0,-1.58E+03,9.28E+02,-1.37E+03,1.04E+03,-1.39E+03,1.56E+03,-7.04E+02,3.48E+02,7.39E+02,-3.91E+02,-6.44E+02,4.88E+02,-5.18E+02,-1.32E+03,-4.34E+02,-8.80E+02,4.86E+02,5.53E+02,-6.22E+02,1.06E+03,1.50E+03,5.35E+02,-7.17E+02,-1.12E+03,-5.17E+02,-7.23E+02,4.65E+02,6.87E+02,-1.25E+03,-4.94E+02,0.451745,0.5277,1.130628,0.634794,1.268152,1.39041,0.186409,0.065368,0.374762,0.089883,0.298248,0.118239,0.124893,1.348569,0.156003,0.536776,0.185461,0.201374,0.213875,0.682568,1.178079,0.246148,0.272052,0.829742,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
1,95.2039995,316.6770453,10.3024279,285,11,31,23,8,5,8,8,0,2,2,3,1,1,1,1,1,0,2,1,1,0,2,0,0,1,0,0,1,1,-3.00E+03,9.71E+02,-1.66E+03,1.49E+03,9.70E+02,9.00E+02,1.68E+03,-1.44E+03,-3.31E+02,-8.75E+02,-8.31E+02,1.29E+03,-8.98E+02,-7.59E+02,-7.52E+02,-8.80E+02,8.42E+02,-5.53E+02,-1.39E+03,1.06E+03,1.16E+03,5.35E+02,1.60E+03,6.45E+02,-5.17E+02,1.25E+03,4.65E+02,-6.87E+02,-2.17E+03,8.56E+02,1.629712,0.577957,1.656502,1.297188,0.61596,0.46347,1.056315,1.111254,0.074952,0.449415,0.49708,0.827671,0.374679,0.449523,0.468009,0.536776,0.556384,0.201374,1.069374,0.682568,0.706848,0.246148,1.360259,0.276581,0.292681,0.894454,0.308636,0.333339,1.012746,1.067306
1,90.97495664,325.7170812,4.239379417,22,23,28,10,20,4,0,3,4,0,2,3,0,2,1,1,1,1,0,1,0,0,1,0,0,0,2,0,0,0,-8.33E+02,-1.39E+03,1.58E+03,9.95E+02,1.51E+03,-8.14E+02,-4.06E+02,-9.22E+02,9.92E+02,-3.91E+02,-8.31E+02,1.29E+03,5.18E+02,-9.80E+02,7.52E+02,8.80E+02,-8.42E+02,-9.58E+02,6.22E+02,-1.06E+03,6.69E+02,5.35E+02,-1.24E+03,-6.45E+02,5.17E+02,7.23E+02,-1.04E+03,6.87E+02,-1.25E+03,4.94E+02,0.125802,1.181043,1.49874,0.579595,1.48555,0.379203,0.062136,0.457575,0.674572,0.089883,0.49708,0.827671,0.124893,0.749205,0.468009,0.536776,0.556384,0.604123,0.213875,0.682568,0.235616,0.246148,0.816155,0.276581,0.292681,0.298151,1.543179,0.333339,0.337582,0.355769
1,108.1756344,304.0045446,7.748095647,79,5,3,2,6,9,10,1,1,3,2,0,0,1,0,0,0,1,1,0,3,1,0,0,0,1,1,0,1,0,-1.58E+03,-6.72E+02,5.53E+02,-4.86E+02,-8.49E+02,1.18E+03,1.86E+03,6.04E+02,5.73E+02,-1.04E+03,-8.31E+02,-4.88E+02,-5.18E+02,-7.59E+02,-4.34E+02,-5.08E+02,-4.86E+02,9.58E+02,-1.08E+03,6.10E+02,1.77E+03,-9.26E+02,-7.17E+02,6.45E+02,-5.17E+02,-1.25E+03,-8.05E+02,6.87E+02,-2.17E+03,4.94E+02,0.451745,0.276414,0.184056,0.137999,0.471028,0.800539,1.30486,0.196104,0.224857,0.629181,0.49708,0.118239,0.124893,0.449523,0.156003,0.178925,0.185461,0.604123,0.641624,0.227523,1.649311,0.738443,0.272052,0.276581,0.292681,0.894454,0.925907,0.333339,1.012746,0.355769
1,100.2884933,309.7677327,4.26409114,78,1,0,26,6,2,0,6,0,2,1,0,2,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,-1.57E+03,3.51E+02,-2.09E+02,-1.58E+03,8.49E+02,6.07E+02,-4.06E+02,-1.26E+03,3.31E+02,-8.75E+02,-6.44E+02,-4.88E+02,-1.16E+03,4.38E+02,-4.34E+02,5.08E+02,4.86E+02,-1.24E+03,6.22E+02,6.10E+02,-6.69E+02,-5.35E+02,1.24E+03,6.45E+02,-5.17E+02,-7.23E+02,4.65E+02,6.87E+02,-1.25E+03,-4.94E+02,0.446026,0.075386,0.026294,1.462786,0.471028,0.210668,0.062136,0.849782,0.074952,0.449415,0.298248,0.118239,0.624465,0.149841,0.156003,0.178925,0.185461,1.006872,0.213875,0.227523,0.235616,0.246148,0.816155,0.276581,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
1,105.1927364,307.340925,7.026872369,138,3,12,0,15,0,0,2,1,4,2,5,2,1,2,1,0,0,0,0,1,0,0,4,0,0,0,1,0,0,-2.09E+03,-5.36E+02,1.05E+03,2.17E+02,1.31E+03,2.71E+02,4.06E+02,7.79E+02,5.73E+02,-1.17E+03,-8.31E+02,1.62E+03,1.16E+03,7.59E+02,9.71E+02,-8.80E+02,-4.86E+02,5.53E+02,6.22E+02,6.10E+02,-1.16E+03,-5.35E+02,-7.17E+02,1.94E+03,-5.17E+02,-7.23E+02,-4.65E+02,1.19E+03,1.25E+03,4.94E+02,0.789124,0.1759,0.657342,0.0276,1.123221,0.042134,0.062136,0.326839,0.224857,0.808947,0.49708,1.300626,0.624465,0.449523,0.780015,0.536776,0.185461,0.201374,0.213875,0.227523,0.706848,0.246148,0.272052,2.489226,0.292681,0.298151,0.308636,1.000018,0.337582,0.355769
1,106.5145539,309.1252718,6.851847861,33,9,6,8,0,24,0,4,1,7,0,0,7,1,1,1,0,0,0,0,0,2,0,0,1,0,2,0,1,0,-1.02E+03,-8.83E+02,7.54E+02,-8.96E+02,2.35E+02,-1.90E+03,-4.06E+02,-1.05E+03,5.73E+02,-1.52E+03,3.72E+02,-4.88E+02,2.01E+03,7.59E+02,7.52E+02,-8.80E+02,-4.86E+02,-5.53E+02,6.22E+02,6.10E+02,6.69E+02,-1.20E+03,7.17E+02,6.45E+02,-8.96E+02,7.23E+02,-1.04E+03,6.87E+02,2.17E+03,4.94E+02,0.188703,0.477443,0.341818,0.469196,0.036233,2.064548,0.062136,0.588311,0.224857,1.348246,0.099416,0.118239,1.873394,0.449523,0.468009,0.536776,0.185461,0.201374,0.213875,0.227523,0.235616,1.230738,0.272052,0.276581,0.878042,0.298151,1.543179,0.333339,1.012746,0.355769
1,100.280062,312.184476,7.531524334,46,1,3,0,8,2,1,4,14,5,1,1,8,3,1,0,2,0,0,0,0,2,0,1,2,0,0,0,0,0,-1.21E+03,3.51E+02,-5.53E+02,-2.17E+02,-9.70E+02,6.07E+02,-7.04E+02,1.05E+03,1.78E+03,1.30E+03,-6.44E+02,-8.45E+02,-2.14E+03,-1.16E+03,7.52E+02,-5.08E+02,1.09E+03,5.53E+02,6.22E+02,6.10E+02,-6.69E+02,1.20E+03,7.17E+02,1.12E+03,-1.16E+03,7.23E+02,-4.65E+02,6.87E+02,1.25E+03,4.94E+02,0.263041,0.075386,0.184056,0.0276,0.61596,0.210668,0.186409,0.588311,2.173621,0.988713,0.298248,0.354716,2.12318,1.048887,0.468009,0.178925,0.927307,0.201374,0.213875,0.227523,0.235616,1.230738,0.272052,0.829742,1.463403,0.298151,0.308636,0.333339,0.337582,0.355769
1,97.13976835,321.3967766,4.368520925,141,22,15,2,12,2,0,0,3,4,7,3,2,1,0,4,0,0,1,1,1,1,0,1,1,0,0,0,1,0,-2.11E+03,-1.36E+03,-1.16E+03,4.86E+02,-1.18E+03,6.07E+02,4.06E+02,-3.48E+02,8.75E+02,-1.17E+03,1.44E+03,1.29E+03,-1.16E+03,-7.59E+02,4.34E+02,-1.52E+03,4.86E+02,-5.53E+02,1.08E+03,1.06E+03,-1.16E+03,9.26E+02,7.17E+02,-1.12E+03,-8.96E+02,-7.23E+02,4.65E+02,6.87E+02,-2.17E+03,4.94E+02,0.806278,1.130786,0.815104,0.137999,0.905823,0.210668,0.062136,0.065368,0.524667,0.808947,1.49124,0.827671,0.624465,0.449523,0.156003,1.610328,0.185461,0.201374,0.641624,0.682568,0.706848,0.738443,0.272052,0.829742,0.878042,0.298151,0.308636,0.333339,1.012746,0.355769
1,102.6301393,316.8741866,0.664171714,87,1,33,1,13,4,1,7,3,0,1,6,2,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,-1.66E+03,3.51E+02,1.71E+03,3.76E+02,1.22E+03,8.14E+02,7.04E+02,-1.35E+03,8.75E+02,-3.91E+02,6.44E+02,1.76E+03,-1.16E+03,4.38E+02,7.52E+02,-5.08E+02,4.86E+02,9.58E+02,-1.87E+03,-6.10E+02,-6.69E+02,5.35E+02,-7.17E+02,6.45E+02,5.17E+02,7.23E+02,-4.65E+02,6.87E+02,1.25E+03,-4.94E+02,0.497491,0.075386,1.761677,0.082799,0.978289,0.379203,0.186409,0.980518,0.524667,0.089883,0.298248,1.537104,0.624465,0.149841,0.468009,0.178925,0.185461,0.604123,1.924873,0.227523,0.235616,0.246148,0.272052,0.276581,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
1,88.91194716,324.9611767,7.123593979,24,56,7,6,8,5,3,3,10,0,2,1,0,1,1,2,2,1,0,0,0,0,2,0,0,0,1,0,0,0,-8.71E+02,-2.15E+03,8.10E+02,-7.83E+02,9.70E+02,-9.00E+02,-1.08E+03,9.22E+02,1.51E+03,-3.91E+02,8.31E+02,8.45E+02,5.18E+02,-7.59E+02,7.52E+02,-1.14E+03,1.09E+03,9.58E+02,6.22E+02,6.10E+02,6.69E+02,5.35E+02,-1.60E+03,-6.45E+02,-5.17E+02,-7.23E+02,8.05E+02,6.87E+02,1.25E+03,4.94E+02,0.137239,2.83953,0.394405,0.358797,0.61596,0.46347,0.434953,0.457575,1.574001,0.089883,0.49708,0.354716,0.124893,0.449523,0.468009,0.894627,0.927307,0.604123,0.213875,0.227523,0.235616,0.246148,1.360259,0.276581,0.292681,0.298151,0.925907,0.333339,0.337582,0.355769
1,97.02055535,308.78071,9.392671565,22,0,1,0,8,3,7,2,11,1,0,1,2,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-8.33E+02,-2.03E+02,-3.62E+02,2.17E+02,9.70E+02,-7.18E+02,-1.57E+03,-7.79E+02,-1.59E+03,6.78E+02,-3.72E+02,8.45E+02,-1.16E+03,4.38E+02,-4.34E+02,-8.80E+02,1.09E+03,9.58E+02,-1.08E+03,-6.10E+02,-6.69E+02,-5.35E+02,7.17E+02,-6.45E+02,5.17E+02,7.23E+02,4.65E+02,6.87E+02,-1.25E+03,4.94E+02,0.125802,0.025129,0.078881,0.0276,0.61596,0.294935,0.932043,0.326839,1.723906,0.269649,0.099416,0.354716,0.624465,0.149841,0.156003,0.536776,0.927307,0.604123,0.641624,0.227523,0.235616,0.246148,0.272052,0.276581,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
1,104.8278279,306.9723278,7.647621225,230,7,2,8,0,4,11,1,1,2,2,7,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,-2.69E+03,7.84E+02,4.67E+02,-8.96E+02,-2.35E+02,8.14E+02,-1.95E+03,6.04E+02,5.73E+02,-8.75E+02,8.31E+02,1.89E+03,-8.98E+02,7.59E+02,-4.34E+02,-5.08E+02,-8.42E+02,-9.58E+02,6.22E+02,-6.10E+02,-1.16E+03,-5.35E+02,-7.17E+02,-6.45E+02,5.17E+02,-7.23E+02,-4.65E+02,6.87E+02,2.80E+03,-4.94E+02,1.315206,0.376929,0.131468,0.469196,0.036233,0.379203,1.429132,0.196104,0.224857,0.449415,0.49708,1.773581,0.374679,0.449523,0.156003,0.178925,0.556384,0.604123,0.213875,0.227523,0.706848,0.246148,0.272052,0.276581,0.292681,0.298151,0.308636,0.333339,1.68791,0.355769
1,93.50690649,315.4998305,9.596159021,27,26,3,3,9,9,0,2,1,2,2,2,0,2,0,0,2,0,0,1,3,0,1,0,1,1,0,0,1,0,-9.23E+02,1.47E+03,-5.53E+02,5.75E+02,-1.03E+03,1.18E+03,4.06E+02,7.79E+02,-5.73E+02,-8.75E+02,8.31E+02,-1.09E+03,-5.18E+02,-9.80E+02,4.34E+02,5.08E+02,1.09E+03,-5.53E+02,-6.22E+02,1.06E+03,-1.77E+03,-5.35E+02,1.24E+03,6.45E+02,8.96E+02,-1.25E+03,4.65E+02,6.87E+02,-2.17E+03,-4.94E+02,0.154394,1.331815,0.184056,0.193198,0.688426,0.800539,0.062136,0.326839,0.224857,0.449415,0.49708,0.591194,0.124893,0.749205,0.156003,0.178925,0.927307,0.201374,0.213875,0.682568,1.649311,0.246148,0.816155,0.276581,0.878042,0.894454,0.308636,0.333339,1.012746,0.355769
1,101.1265527,314.8620712,6.6955598,45,34,8,12,9,16,3,4,0,7,5,2,4,0,2,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,-1.19E+03,1.68E+03,8.62E+02,1.09E+03,-1.03E+03,-1.56E+03,-1.08E+03,-1.05E+03,-3.31E+02,1.52E+03,-1.23E+03,1.09E+03,-1.56E+03,-4.38E+02,-9.71E+02,5.08E+02,-4.86E+02,-5.53E+02,1.08E+03,-6.10E+02,1.16E+03,5.35E+02,7.17E+02,6.45E+02,-5.17E+02,-1.25E+03,-4.65E+02,1.54E+03,1.25E+03,4.94E+02,0.257323,1.733872,0.446993,0.689994,0.688426,1.39041,0.434953,0.588311,0.074952,1.348246,1.093576,0.591194,1.124037,0.149841,0.780015,0.178925,0.185461,0.201374,0.641624,0.227523,0.706848,0.246148,0.272052,0.276581,0.292681,0.894454,0.308636,1.666697,0.337582,0.355769
1,95.01574696,326.1743329,8.232603955,99,44,31,1,1,6,0,0,0,2,0,1,0,0,3,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,-1.77E+03,-1.91E+03,1.66E+03,-3.76E+02,-4.08E+02,-9.78E+02,4.06E+02,-3.48E+02,3.31E+02,8.75E+02,3.72E+02,8.45E+02,-5.18E+02,4.38E+02,-1.15E+03,5.08E+02,-4.86E+02,9.58E+02,6.22E+02,1.06E+03,-6.69E+02,9.26E+02,-7.17E+02,6.45E+02,8.96E+02,-7.23E+02,-8.05E+02,-6.87E+02,-1.25E+03,4.94E+02,0.56611,2.236444,1.656502,0.082799,0.108699,0.547737,0.062136,0.065368,0.074952,0.449415,0.099416,0.354716,0.124893,0.149841,1.092021,0.178925,0.185461,0.604123,0.213875,0.682568,0.235616,0.738443,0.272052,0.276581,0.878042,0.298151,0.925907,0.333339,0.337582,0.355769
1,99.309058,313.8046341,6.468550185,334,10,21,1,5,5,1,0,11,2,5,1,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,-3.25E+03,-9.28E+02,1.37E+03,-3.76E+02,7.81E+02,-9.00E+02,-7.04E+02,3.48E+02,-1.59E+03,-8.75E+02,1.23E+03,8.45E+02,5.18E+02,-4.38E+02,-4.34E+02,-5.08E+02,-1.09E+03,-9.58E+02,1.08E+03,6.10E+02,-6.69E+02,-5.35E+02,7.17E+02,-6.45E+02,-5.17E+02,-7.23E+02,-4.65E+02,6.87E+02,-1.25E+03,4.94E+02,1.909908,0.5277,1.130628,0.082799,0.398562,0.46347,0.186409,0.065368,1.723906,0.449415,1.093576,0.354716,0.124893,0.149841,0.156003,0.178925,0.927307,0.604123,0.641624,0.227523,0.235616,0.246148,0.272052,0.276581,0.292681,0.298151,0.308636,0.333339,0.337582,0.355769
1,95.12844355,314.5239714,7.204670574,50,5,1,1,8,4,2,7,6,3,0,2,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,3,0,0,-1.26E+03,-6.72E+02,-3.62E+02,3.76E+02,-9.70E+02,-8.14E+02,-9.09E+02,1.35E+03,1.19E+03,1.04E+03,3.72E+02,-1.09E+03,-8.98E+02,7.59E+02,4.34E+02,-8.80E+02,-8.42E+02,9.58E+02,1.08E+03,1.06E+03,-6.69E+02,-9.26E+02,1.24E+03,6.45E+02,-5.17E+02,7.23E+02,-4.65E+02,1.82E+03,-1.25E+03,-4.94E+02,0.285914,0.276414,0.078881,0.082799,0.61596,0.379203,0.310681,0.980518,0.974382,0.629181,0.099416,0.591194,0.374679,0.449523,0.156003,0.536776,0.556384,0.604123,0.641624,0.682568,0.235616,0.738443,0.816155,0.276581,0.292681,0.298151,0.308636,2.333376,0.337582,0.355769
1,100.8185134,321.3053933,3.041766826,166,21,3,19,14,22,5,7,1,1,5,0,3,0,2,0,3,1,1,1,0,0,0,2,5,0,1,0,0,0,-2.29E+03,-1.33E+03,5.53E+02,-1.36E+03,1.27E+03,-1.82E+03,1.35E+03,-1.35E+03,-5.73E+02,-6.78E+02,-1.23E+03,-4.88E+02,1.37E+03,-4.38E+02,-9.71E+02,-5.08E+02,1.29E+03,-9.58E+02,1.08E+03,1.06E+03,6.69E+02,5.35E+02,7.17E+02,1.44E+03,1.72E+03,-7.23E+02,-8.05E+02,-6.87E+02,-1.25E+03,-4.94E+02,0.949236,1.080529,0.184056,1.07639,1.050755,1.896013,0.683498,0.980518,0.224857,0.269649,1.093576,0.118239,0.874251,0.149841,0.780015,0.178925,1.29823,0.604123,0.641624,0.682568,0.235616,0.246148,0.272052,1.382903,3.219487,0.298151,0.925907,0.333339,0.337582,0.355769
1,97.58020474,308.0847226,13.17888381,59,4,0,21,17,20,2,2,1,2,3,3,1,1,0,0,0,0,1,0,5,0,0,0,0,3,1,0,0,0,-1.36E+03,6.08E+02,-2.09E+02,-1.42E+03,-1.39E+03,1.74E+03,-9.09E+02,7.79E+02,5.73E+02,8.75E+02,9.83E+02,-1.29E+03,-8.98E+02,7.59E+02,4.34E+02,5.08E+02,-4.86E+02,5.53E+02,-1.08E+03,-6.10E+02,2.22E+03,5.35E+02,7.17E+02,6.45E+02,-5.17E+02,-1.91E+03,8.05E+02,-6.87E+02,1.25E+03,-4.94E+02,0.337379,0.226157,0.026294,1.186789,1.268152,1.727479,0.310681,0.326839,0.224857,0.449415,0.695912,0.827671,0.374679,0.449523,0.156003,0.178925,0.185461,0.201374,0.641624,0.227523,2.591775,0.246148,0.272052,0.276581,0.292681,2.08706,0.925907,0.333339,0.337582,0.355769
1,88.01662697,320.6880416,9.765705544,6,1,29,0,0,39,12,4,5,0,3,2,0,1,0,0,3,0,0,2,0,0,0,0,0,0,1,1,0,0,-4.35E+02,3.51E+02,-1.61E+03,-2.17E+02,-2.35E+02,2.41E+03,2.03E+03,-1.05E+03,-1.10E+03,3.91E+02,9.83E+02,-1.09E+03,-5.18E+02,7.59E+02,4.34E+02,5.08E+02,1.29E+03,-5.53E+02,-6.22E+02,-1.36E+03,-6.69E+02,-5.35E+02,7.17E+02,-6.45E+02,-5.17E+02,-7.23E+02,-8.05E+02,1.19E+03,1.25E+03,4.94E+02,0.03431,0.075386,1.551327,0.0276,0.036233,3.328556,1.553405,0.588311,0.824477,0.089883,0.695912,0.591194,0.124893,0.449523,0.156003,0.178925,1.29823,0.201374,0.213875,1.137613,0.235616,0.246148,0.272052,0.276581,0.292681,0.298151,0.925907,1.000018,0.337582,0.355769
1,100.8712074,314.7230082,4.563008935,242,0,4,21,9,6,2,2,0,0,0,0,1,5,2,2,0,0,1,0,0,2,0,0,0,0,1,3,0,0,-2.76E+03,2.03E+02,6.27E+02,1.42E+03,-1.03E+03,9.78E+02,-9.09E+02,-7.79E+02,-3.31E+02,3.91E+02,-3.72E+02,4.88E+02,-8.98E+02,-1.45E+03,9.71E+02,-1.14E+03,-4.86E+02,-5.53E+02,-1.08E+03,-6.10E+02,6.69E+02,-1.20E+03,-7.17E+02,6.45E+02,-5.17E+02,-7.23E+02,-8.05E+02,1.82E+03,-1.25E+03,-4.94E+02,1.383825,0.025129,0.236643,1.186789,0.688426,0.547737,0.310681,0.326839,0.074952,0.089883,0.099416,0.118239,0.374679,1.648251,0.780015,0.894627,0.185461,0.201374,0.641624,0.227523,0.235616,1.230738,0.272052,0.276581,0.292681,0.298151,0.925907,2.333376,0.337582,0.355769
1,96.38176735,317.838301,4.506065314,89,0,9,13,3,4,0,0,1,0,0,0,0,0,1,0,2,1,2,0,0,0,0,1,1,3,0,0,0,0,-1.68E+03,2.03E+02,9.11E+02,-1.13E+03,6.23E+02,-8.14E+02,-4.06E+02,3.48E+02,5.73E+02,-3.91E+02,3.72E+02,-4.88E+02,-5.18E+02,4.38E+02,-7.52E+02,-5.08E+02,1.09E+03,-9.58E+02,-1.39E+03,6.10E+02,-6.69E+02,5.35E+02,-7.17E+02,1.12E+03,8.96E+02,-1.91E+03,-4.65E+02,-6.87E+02,1.25E+03,-4.94E+02,0.508928,0.025129,0.49958,0.745193,0.25363,0.379203,0.062136,0.065368,0.224857,0.089883,0.099416,0.118239,0.124893,0.149841,0.468009,0.178925,0.927307,0.604123,1.069374,0.227523,0.235616,0.246148,0.272052,0.829742,0.878042,2.08706,0.308636,0.333339,0.337582,0.355769
1,106.1674296,301.6841182,9.456939044,4,1,3,6,6,9,3,0,1,1,0,2,0,1,3,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,-3.55E+02,-3.51E+02,-5.53E+02,-7.83E+02,-8.49E+02,1.18E+03,-1.08E+03,-3.48E+02,-5.73E+02,6.78E+02,3.72E+02,1.09E+03,5.18E+02,-7.59E+02,1.15E+03,-5.08E+02,4.86E+02,-9.58E+02,-6.22E+02,-1.61E+03,-6.69E+02,-5.35E+02,7.17E+02,-6.45E+02,-1.16E+03,7.23E+02,4.65E+02,6.87E+02,1.25E+03,4.94E+02,0.022873,0.075386,0.184056,0.358797,0.471028,0.800539,0.434953,0.065368,0.224857,0.269649,0.099416,0.591194,0.124893,0.449523,1.092021,0.178925,0.185461,0.604123,0.213875,1.592658,0.235616,0.246148,0.272052,0.276581,1.463403,0.298151,0.308636,0.333339,0.337582,0.355769
1,100.9145721,321.0698906,7.762379435,272,0,1,0,7,4,0,0,3,1,1,0,0,0,1,3,1,3,0,0,2,4,0,0,1,0,1,0,0,2,-2.93E+03,-2.03E+02,3.62E+02,-2.17E+02,-9.11E+02,8.14E+02,-4.06E+02,3.48E+02,8.75E+02,-6.78E+02,-6.44E+02,4.88E+02,-5.18E+02,4.38E+02,7.52E+02,-1.34E+03,8.42E+02,-1.46E+03,-6.22E+02,6.10E+02,1.50E+03,-1.60E+03,-7.17E+02,6.45E+02,-8.96E+02,-7.23E+02,-8.05E+02,6.87E+02,1.25E+03,-1.10E+03,1.555374,0.025129,0.078881,0.0276,0.543494,0.379203,0.062136,0.065368,0.524667,0.269649,0.298248,0.118239,0.124893,0.149841,0.468009,1.252477,0.556384,1.40962,0.213875,0.227523,1.178079,2.215329,0.272052,0.276581,0.878042,0.298151,0.925907,0.333339,0.337582,1.778843
